order_item_id,order_id,customer_id,product_id,order_date,order_month,order_dayofweek,payment_method,order_status,gender,age,city,signup_date,product_name,category,price,quantity,unit_price,line_total,order_match,product_match,customer_match,merge_valid
25,11,28.0,65,2025-10-26,2025-10,Sunday,bank_transfer,completed,F,37.0,인천,2026-05-31,식품 상품 065,식품,193000.0,5.0,193000.0,965000.0,True,True,True,True
26,12,81.0,49,2026-08-05,2026-08,Wednesday,card,completed,F,64.0,광주,2025-01-25,식품 상품 049,식품,171000.0,5.0,171000.0,855000.0,True,True,True,True
27,12,81.0,75,2026-08-05,2026-08,Wednesday,card,completed,F,64.0,광주,2025-01-25,스포츠 상품 075,스포츠,183000.0,2.0,183000.0,366000.0,True,True,True,True
28,12,81.0,72,2026-08-05,2026-08,Wednesday,card,completed,F,64.0,광주,2025-01-25,식품 상품 072,식품,195000.0,1.0,195000.0,195000.0,True,True,True,True
29,13,135.0,22,2026-08-08,2026-08,Saturday,bank_transfer,completed,M,41.0,광주,2025-11-30,식품 상품 022,식품,181000.0,2.0,181000.0,362000.0,True,True,True,True
30,13,135.0,68,2026-08-08,2026-08,Saturday,bank_transfer,completed,M,41.0,광주,2025-11-30,전자기기 상품 068,전자기기,149000.0,3.0,149000.0,447000.0,True,True,True,True
31,14,135.0,65,2026-04-07,2026-04,Tuesday,card,refunded,M,41.0,광주,2025-11-30,식품 상품 065,식품,193000.0,3.0,193000.0,579000.0,True,True,True,True
32,14,135.0,48,2026-04-07,2026-04,Tuesday,card,refunded,M,41.0,광주,2025-11-30,,,,1.0,25000.0,25000.0,True,False,True,False
33,15,126.0,63,2025-07-02,2025-07,Wednesday,kakao_pay,cancelled,F,53.0,고양,2025-12-03,스포츠 상품 063,스포츠,141000.0,5.0,141000.0,705000.0,True,True,True,True
34,16,43.0,5,2025-09-08,2025-09,Monday,card,completed,M,39.0,부산,2025-11-16,스포츠 상품 005,스포츠,73000.0,4.0,73000.0,292000.0,True,True,True,True
35,16,43.0,70,2025-09-08,2025-09,Monday,card,completed,M,39.0,부산,2025-11-16,도서 상품 070,패션,168000.0,3.0,168000.0,504000.0,True,True,True,True
36,16,43.0,96,2025-09-08,2025-09,Monday,card,completed,M,39.0,부산,2025-11-16,패션 상품 096,패션,96000.0,3.0,96000.0,288000.0,True,True,True,True
37,16,43.0,28,2025-09-08,2025-09,Monday,card,completed,M,39.0,부산,2025-11-16,생활용품 상품 028,생활용품,147000.0,5.0,147000.0,735000.0,True,True,True,True
38,17,91.0,40,2025-11-17,2025-11,Monday,naver_pay,cancelled,M,59.0,광주,2023-11-13,도서 상품 040,도서,182000.0,3.0,182000.0,546000.0,True,True,True,True
39,17,91.0,86,2025-11-17,2025-11,Monday,naver_pay,cancelled,M,59.0,광주,2023-11-13,전자기기 상품 086,전자기기,145000.0,1.0,145000.0,145000.0,True,True,True,True
40,18,100.0,23,2026-05-27,2026-05,Wednesday,kakao_pay,completed,M,57.0,광주,2025-07-03,패션 상품 023,패션,197000.0,2.0,197000.0,394000.0,True,True,True,True
41,19,3.0,21,2026-02-02,2026-02,Monday,naver_pay,completed,F,34.0,서울,2025-01-22,스포츠 상품 021,스포츠,11000.0,2.0,11000.0,22000.0,True,True,True,True
42,20,34.0,77,2025-12-30,2025-12,Tuesday,naver_pay,cancelled,M,54.0,광주,2026-06-09,패션 상품 077,패션,111000.0,5.0,111000.0,555000.0,True,True,True,True
43,20,34.0,25,2025-12-30,2025-12,Tuesday,naver_pay,cancelled,M,54.0,광주,2026-06-09,생활용품 상품 025,생활용품,52000.0,3.0,52000.0,156000.0,True,True,True,True
44,20,34.0,55,2025-12-30,2025-12,Tuesday,naver_pay,cancelled,M,54.0,광주,2026-06-09,뷰티 상품 055,뷰티,52000.0,2.0,52000.0,104000.0,True,True,True,True
45,21,129.0,33,2026-02-13,2026-02,Friday,bank_transfer,completed,M,52.0,인천,2024-01-03,뷰티 상품 033,뷰티,44000.0,2.0,44000.0,88000.0,True,True,True,True
46,22,127.0,38,2025-08-05,2025-08,Tuesday,bank_transfer,cancelled,F,49.0,부산,2025-11-10,뷰티 상품 038,뷰티,25000.0,2.0,25000.0,50000.0,True,True,True,True
47,23,93.0,70,2025-08-06,2025-08,Wednesday,bank_transfer,completed,M,18.0,울산,2025-01-26,도서 상품 070,패션,168000.0,4.0,168000.0,672000.0,True,True,True,True
48,23,93.0,84,2025-08-06,2025-08,Wednesday,bank_transfer,completed,M,18.0,울산,2025-01-26,식품 상품 084,식품,42000.0,1.0,42000.0,42000.0,True,True,True,True
49,24,20.0,3,2025-11-30,2025-11,Sunday,bank_transfer,completed,F,30.0,성남,2025-12-30,뷰티 상품 003,전자기기,48000.0,1.0,48000.0,48000.0,True,True,True,True
50,24,20.0,10,2025-11-30,2025-11,Sunday,bank_transfer,completed,F,30.0,성남,2025-12-30,뷰티 상품 010,뷰티,169000.0,1.0,169000.0,169000.0,True,True,True,True
51,25,28.0,59,2025-08-21,2025-08,Thursday,card,completed,F,37.0,인천,2026-05-31,스포츠 상품 059,스포츠,5000.0,3.0,5000.0,15000.0,True,True,True,True
52,25,28.0,45,2025-08-21,2025-08,Thursday,card,completed,F,37.0,인천,2026-05-31,전자기기 상품 045,전자기기,97000.0,2.0,97000.0,194000.0,True,True,True,True
53,25,28.0,70,2025-08-21,2025-08,Thursday,card,completed,F,37.0,인천,2026-05-31,도서 상품 070,패션,168000.0,2.0,168000.0,336000.0,True,True,True,True
54,25,28.0,4,2025-08-21,2025-08,Thursday,card,completed,F,37.0,인천,2026-05-31,패션 상품 004,패션,33000.0,3.0,33000.0,99000.0,True,True,True,True
55,26,121.0,74,2026-06-09,2026-06,Tuesday,bank_transfer,refunded,F,41.0,광주,2023-12-26,전자기기 상품 074,전자기기,129000.0,2.0,129000.0,258000.0,True,True,True,True
56,26,121.0,65,2026-06-09,2026-06,Tuesday,bank_transfer,refunded,F,41.0,광주,2023-12-26,식품 상품 065,식품,193000.0,2.0,193000.0,386000.0,True,True,True,True
57,26,121.0,66,2026-06-09,2026-06,Tuesday,bank_transfer,refunded,F,41.0,광주,2023-12-26,생활용품 상품 066,생활용품,41000.0,2.0,41000.0,82000.0,True,True,True,True
58,27,96.0,38,2025-08-19,2025-08,Tuesday,kakao_pay,completed,F,36.0,울산,2026-06-20,뷰티 상품 038,뷰티,25000.0,4.0,25000.0,100000.0,True,True,True,True
59,27,96.0,72,2025-08-19,2025-08,Tuesday,kakao_pay,completed,F,36.0,울산,2026-06-20,식품 상품 072,식품,195000.0,1.0,195000.0,195000.0,True,True,True,True
60,28,69.0,53,2025-11-18,2025-11,Tuesday,card,completed,M,59.0,성남,2025-06-06,전자기기 상품 053,전자기기,105000.0,1.0,105000.0,105000.0,True,True,True,True
61,29,121.0,29,2026-03-04,2026-03,Wednesday,card,completed,F,41.0,광주,2023-12-26,생활용품 상품 029,생활용품,31000.0,3.0,31000.0,93000.0,True,True,True,True
62,29,121.0,96,2026-03-04,2026-03,Wednesday,card,completed,F,41.0,광주,2023-12-26,패션 상품 096,패션,96000.0,2.0,96000.0,192000.0,True,True,True,True
63,29,121.0,20,2026-03-04,2026-03,Wednesday,card,completed,F,41.0,광주,2023-12-26,도서 상품 020,도서,79000.0,4.0,79000.0,316000.0,True,True,True,True
64,30,37.0,17,2025-10-29,2025-10,Wednesday,kakao_pay,completed,M,33.0,수원,2024-03-17,생활용품 상품 017,생활용품,76000.0,2.0,76000.0,152000.0,True,True,True,True
65,30,37.0,81,2025-10-29,2025-10,Wednesday,kakao_pay,completed,M,33.0,수원,2024-03-17,도서 상품 081,도서,79000.0,1.0,79000.0,79000.0,True,True,True,True
66,31,73.0,35,2026-07-05,2026-07,Sunday,kakao_pay,refunded,F,47.0,수원,2024-01-17,스포츠 상품 035,스포츠,53000.0,2.0,53000.0,106000.0,True,True,True,True
67,32,27.0,97,2026-05-24,2026-05,Sunday,kakao_pay,completed,F,45.0,부산,2025-11-06,패션 상품 097,패션,187000.0,4.0,187000.0,748000.0,True,True,True,True
68,32,27.0,64,2026-05-24,2026-05,Sunday,kakao_pay,completed,F,45.0,부산,2025-11-06,뷰티 상품 064,뷰티,149000.0,5.0,149000.0,745000.0,True,True,True,True
69,33,43.0,82,2026-04-09,2026-04,Thursday,card,refunded,M,39.0,부산,2025-11-16,패션 상품 082,패션,170000.0,2.0,170000.0,340000.0,True,True,True,True
70,33,43.0,4,2026-04-09,2026-04,Thursday,card,refunded,M,39.0,부산,2025-11-16,패션 상품 004,패션,33000.0,2.0,33000.0,66000.0,True,True,True,True
71,33,43.0,72,2026-04-09,2026-04,Thursday,card,refunded,M,39.0,부산,2025-11-16,식품 상품 072,식품,195000.0,1.0,195000.0,195000.0,True,True,True,True
72,34,122.0,28,2025-12-31,2025-12,Wednesday,card,refunded,F,38.0,대구,2025-05-23,생활용품 상품 028,생활용품,147000.0,4.0,147000.0,588000.0,True,True,True,True
73,35,57.0,53,2026-05-11,2026-05,Monday,bank_transfer,completed,M,53.0,인천,2026-01-03,전자기기 상품 053,전자기기,105000.0,1.0,105000.0,105000.0,True,True,True,True
74,35,57.0,70,2026-05-11,2026-05,Monday,bank_transfer,completed,M,53.0,인천,2026-01-03,도서 상품 070,패션,168000.0,4.0,168000.0,672000.0,True,True,True,True
75,36,12.0,14,2026-03-20,2026-03,Friday,kakao_pay,completed,M,41.0,울산,2026-03-06,식품 상품 014,식품,17000.0,5.0,17000.0,85000.0,True,True,True,True
76,36,12.0,69,2026-03-20,2026-03,Friday,kakao_pay,completed,M,41.0,울산,2026-03-06,식품 상품 069,식품,11000.0,1.0,11000.0,11000.0,True,True,True,True
77,36,12.0,18,2026-03-20,2026-03,Friday,kakao_pay,completed,M,41.0,울산,2026-03-06,,,,1.0,140000.0,140000.0,True,False,True,False
78,36,12.0,50,2026-03-20,2026-03,Friday,kakao_pay,completed,M,41.0,울산,2026-03-06,도서 상품 050,도서,103000.0,5.0,103000.0,515000.0,True,True,True,True
79,37,56.0,26,2025-07-10,2025-07,Thursday,kakao_pay,completed,F,67.0,서울,2025-02-19,뷰티 상품 026,뷰티,79000.0,1.0,79000.0,79000.0,True,True,True,True
80,37,56.0,1,2025-07-10,2025-07,Thursday,kakao_pay,completed,F,67.0,서울,2025-02-19,도서 상품 001,도서,61000.0,3.0,61000.0,183000.0,True,True,True,True
81,37,56.0,61,2025-07-10,2025-07,Thursday,kakao_pay,completed,F,67.0,서울,2025-02-19,패션 상품 061,패션,28000.0,5.0,28000.0,140000.0,True,True,True,True
82,38,2.0,1,2026-03-21,2026-03,Saturday,bank_transfer,completed,M,63.0,대구,2023-09-20,도서 상품 001,도서,61000.0,4.0,61000.0,244000.0,True,True,True,True
83,39,99.0,67,2025-11-29,2025-11,Saturday,naver_pay,completed,F,51.0,인천,2024-06-22,도서 상품 067,도서,145000.0,1.0,145000.0,145000.0,True,True,True,True
84,39,99.0,68,2025-11-29,2025-11,Saturday,naver_pay,completed,F,51.0,인천,2024-06-22,전자기기 상품 068,전자기기,149000.0,3.0,149000.0,447000.0,True,True,True,True
85,40,24.0,53,2026-03-25,2026-03,Wednesday,card,completed,F,41.0,대구,2024-11-06,전자기기 상품 053,전자기기,105000.0,2.0,105000.0,210000.0,True,True,True,True
86,40,24.0,25,2026-03-25,2026-03,Wednesday,card,completed,F,41.0,대구,2024-11-06,생활용품 상품 025,생활용품,52000.0,1.0,52000.0,52000.0,True,True,True,True
87,40,24.0,10,2026-03-25,2026-03,Wednesday,card,completed,F,41.0,대구,2024-11-06,뷰티 상품 010,뷰티,169000.0,4.0,169000.0,676000.0,True,True,True,True
88,40,24.0,4,2026-03-25,2026-03,Wednesday,card,completed,F,41.0,대구,2024-11-06,패션 상품 004,패션,33000.0,5.0,33000.0,165000.0,True,True,True,True
89,41,107.0,92,2026-01-08,2026-01,Thursday,kakao_pay,cancelled,M,55.0,울산,2026-02-22,식품 상품 092,식품,74000.0,4.0,74000.0,296000.0,True,True,True,True
90,41,107.0,48,2026-01-08,2026-01,Thursday,kakao_pay,cancelled,M,55.0,울산,2026-02-22,,,,5.0,25000.0,125000.0,True,False,True,False
92,42,55.0,96,2026-03-02,2026-03,Monday,card,completed,M,61.0,부산,2024-11-20,패션 상품 096,패션,96000.0,1.0,96000.0,96000.0,True,True,True,True
93,43,40.0,40,2026-02-21,2026-02,Saturday,kakao_pay,completed,F,21.0,광주,2025-11-04,도서 상품 040,도서,182000.0,1.0,182000.0,182000.0,True,True,True,True
94,43,40.0,66,2026-02-21,2026-02,Saturday,kakao_pay,completed,F,21.0,광주,2025-11-04,생활용품 상품 066,생활용품,41000.0,3.0,41000.0,123000.0,True,True,True,True
95,43,40.0,54,2026-02-21,2026-02,Saturday,kakao_pay,completed,F,21.0,광주,2025-11-04,전자기기 상품 054,전자기기,152000.0,4.0,152000.0,608000.0,True,True,True,True
96,43,40.0,99,2026-02-21,2026-02,Saturday,kakao_pay,completed,F,21.0,광주,2025-11-04,뷰티 상품 099,뷰티,9999999.0,1.0,187000.0,187000.0,True,True,True,True
97,44,128.0,7,2026-08-01,2026-08,Saturday,bank_transfer,refunded,M,23.0,울산,2025-08-14,전자기기 상품 007,전자기기,161000.0,3.0,161000.0,483000.0,True,True,True,True
98,44,128.0,91,2026-08-01,2026-08,Saturday,bank_transfer,refunded,M,23.0,울산,2025-08-14,전자기기 상품 091,전자기기,125000.0,5.0,125000.0,625000.0,True,True,True,True
99,44,128.0,48,2026-08-01,2026-08,Saturday,bank_transfer,refunded,M,23.0,울산,2025-08-14,,,,4.0,25000.0,100000.0,True,False,True,False
100,45,126.0,76,2025-11-14,2025-11,Friday,bank_transfer,completed,F,53.0,고양,2025-12-03,스포츠 상품 076,스포츠,56000.0,3.0,56000.0,168000.0,True,True,True,True
101,46,47.0,52,2025-10-09,2025-10,Thursday,naver_pay,completed,F,67.0,수원,2025-01-31,생활용품 상품 052,생활용품,88000.0,3.0,88000.0,264000.0,True,True,True,True
102,46,47.0,32,2025-10-09,2025-10,Thursday,naver_pay,completed,F,67.0,수원,2025-01-31,식품 상품 032,식품,140000.0,5.0,140000.0,700000.0,True,True,True,True
103,46,47.0,19,2025-10-09,2025-10,Thursday,naver_pay,completed,F,67.0,수원,2025-01-31,도서 상품 019,도서,127000.0,4.0,127000.0,508000.0,True,True,True,True
104,47,140.0,14,2026-06-04,2026-06,Thursday,bank_transfer,completed,M,68.0,광주,2025-09-04,식품 상품 014,식품,17000.0,2.0,17000.0,34000.0,True,True,True,True
105,47,140.0,39,2026-06-04,2026-06,Thursday,bank_transfer,completed,M,68.0,광주,2025-09-04,뷰티 상품 039,뷰티,172000.0,5.0,172000.0,860000.0,True,True,True,True
106,47,140.0,48,2026-06-04,2026-06,Thursday,bank_transfer,completed,M,68.0,광주,2025-09-04,,,,3.0,25000.0,75000.0,True,False,True,False
107,48,127.0,83,2026-04-05,2026-04,Sunday,naver_pay,completed,F,49.0,부산,2025-11-10,도서 상품 083,도서,74000.0,4.0,74000.0,296000.0,True,True,True,True
108,48,127.0,8,2026-04-05,2026-04,Sunday,naver_pay,completed,F,49.0,부산,2025-11-10,뷰티 상품 008,뷰티,18000.0,1.0,18000.0,18000.0,True,True,True,True
109,49,54.0,36,2026-06-02,2026-06,Tuesday,kakao_pay,refunded,F,39.0,대구,2023-10-31,뷰티 상품 036,뷰티,193000.0,1.0,193000.0,193000.0,True,True,True,True
110,49,54.0,31,2026-06-02,2026-06,Tuesday,kakao_pay,refunded,F,39.0,대구,2023-10-31,패션 상품 031,패션,155000.0,1.0,155000.0,155000.0,True,True,True,True
111,50,104.0,86,2026-08-14,2026-08,Friday,card,completed,F,38.0,서울,2025-08-31,전자기기 상품 086,전자기기,145000.0,5.0,145000.0,725000.0,True,True,True,True
112,50,104.0,20,2026-08-14,2026-08,Friday,card,completed,F,38.0,서울,2025-08-31,도서 상품 020,도서,79000.0,5.0,79000.0,395000.0,True,True,True,True
113,50,104.0,56,2026-08-14,2026-08,Friday,card,completed,F,38.0,서울,2025-08-31,생활용품 상품 056,생활 용품,124000.0,3.0,124000.0,372000.0,True,True,True,True
114,50,104.0,30,2026-08-14,2026-08,Friday,card,completed,F,38.0,서울,2025-08-31,도서 상품 030,도서,149000.0,4.0,149000.0,596000.0,True,True,True,True
115,51,12.0,94,2025-10-27,2025-10,Monday,naver_pay,completed,M,41.0,울산,2026-03-06,패션 상품 094,패션,85000.0,4.0,85000.0,340000.0,True,True,True,True
116,51,12.0,85,2025-10-27,2025-10,Monday,naver_pay,completed,M,41.0,울산,2026-03-06,전자기기 상품 085,전자기기,38000.0,4.0,38000.0,152000.0,True,True,True,True
117,51,12.0,65,2025-10-27,2025-10,Monday,naver_pay,completed,M,41.0,울산,2026-03-06,식품 상품 065,식품,193000.0,5.0,193000.0,965000.0,True,True,True,True
118,52,120.0,44,2026-06-22,2026-06,Monday,kakao_pay,completed,F,41.0,부산,2024-04-15,스포츠 상품 044,생활용품,29000.0,3.0,29000.0,87000.0,True,True,True,True
119,53,41.0,24,2026-03-13,2026-03,Friday,bank_transfer,cancelled,M,41.0,Unknown,2023-10-20,패션 상품 024,패션,42000.0,5.0,42000.0,210000.0,True,True,True,True
120,54,115.0,45,2026-08-21,2026-08,Friday,kakao_pay,completed,F,47.0,수원,2025-12-24,전자기기 상품 045,전자기기,97000.0,2.0,97000.0,194000.0,True,True,True,True
121,54,115.0,8,2026-08-21,2026-08,Friday,kakao_pay,completed,F,47.0,수원,2025-12-24,뷰티 상품 008,뷰티,18000.0,2.0,18000.0,36000.0,True,True,True,True
122,54,115.0,19,2026-08-21,2026-08,Friday,kakao_pay,completed,F,47.0,수원,2025-12-24,도서 상품 019,도서,127000.0,5.0,127000.0,635000.0,True,True,True,True
123,55,82.0,61,2025-12-29,2025-12,Monday,kakao_pay,completed,M,56.0,수원,2025-11-22,패션 상품 061,패션,28000.0,4.0,28000.0,112000.0,True,True,True,True
124,55,82.0,65,2025-12-29,2025-12,Monday,kakao_pay,completed,M,56.0,수원,2025-11-22,식품 상품 065,식품,193000.0,3.0,193000.0,579000.0,True,True,True,True
125,55,82.0,32,2025-12-29,2025-12,Monday,kakao_pay,completed,M,56.0,수원,2025-11-22,식품 상품 032,식품,140000.0,1.0,140000.0,140000.0,True,True,True,True
126,56,78.0,53,2025-09-07,2025-09,Sunday,card,refunded,M,47.0,부산,2025-09-08,전자기기 상품 053,전자기기,105000.0,2.0,105000.0,210000.0,True,True,True,True
127,56,78.0,30,2025-09-07,2025-09,Sunday,card,refunded,M,47.0,부산,2025-09-08,도서 상품 030,도서,149000.0,1.0,149000.0,149000.0,True,True,True,True
128,56,78.0,72,2025-09-07,2025-09,Sunday,card,refunded,M,47.0,부산,2025-09-08,식품 상품 072,식품,195000.0,4.0,195000.0,780000.0,True,True,True,True
129,56,78.0,20,2025-09-07,2025-09,Sunday,card,refunded,M,47.0,부산,2025-09-08,도서 상품 020,도서,79000.0,5.0,79000.0,395000.0,True,True,True,True
130,57,142.0,48,2025-07-01,2025-07,Tuesday,kakao_pay,refunded,F,41.0,인천,2023-11-09,,,,3.0,25000.0,75000.0,True,False,True,False
131,57,142.0,39,2025-07-01,2025-07,Tuesday,kakao_pay,refunded,F,41.0,인천,2023-11-09,뷰티 상품 039,뷰티,172000.0,3.0,172000.0,516000.0,True,True,True,True
132,57,142.0,60,2025-07-01,2025-07,Tuesday,kakao_pay,refunded,F,41.0,인천,2023-11-09,뷰티 상품 060,뷰티,26000.0,5.0,26000.0,130000.0,True,True,True,True
133,58,126.0,78,2025-07-02,2025-07,Wednesday,kakao_pay,cancelled,F,53.0,고양,2025-12-03,스포츠 상품 078,뷰 티,54000.0,1.0,54000.0,54000.0,True,True,True,True
134,58,126.0,69,2025-07-02,2025-07,Wednesday,kakao_pay,cancelled,F,53.0,고양,2025-12-03,식품 상품 069,식품,11000.0,1.0,11000.0,11000.0,True,True,True,True
135,58,126.0,82,2025-07-02,2025-07,Wednesday,kakao_pay,cancelled,F,53.0,고양,2025-12-03,패션 상품 082,패션,170000.0,3.0,170000.0,510000.0,True,True,True,True
136,58,126.0,52,2025-07-02,2025-07,Wednesday,kakao_pay,cancelled,F,53.0,고양,2025-12-03,생활용품 상품 052,생활용품,88000.0,2.0,88000.0,176000.0,True,True,True,True
137,59,38.0,41,2026-03-25,2026-03,Wednesday,naver_pay,completed,M,62.0,성남,2025-04-09,식품 상품 041,식품,119000.0,2.0,119000.0,238000.0,True,True,True,True
138,60,114.0,97,2025-10-05,2025-10,Sunday,kakao_pay,completed,F,35.0,대구,2026-02-16,패션 상품 097,패션,187000.0,4.0,187000.0,748000.0,True,True,True,True
139,60,114.0,53,2025-10-05,2025-10,Sunday,kakao_pay,completed,F,35.0,대구,2026-02-16,전자기기 상품 053,전자기기,105000.0,4.0,105000.0,420000.0,True,True,True,True
140,61,23.0,34,2026-05-27,2026-05,Wednesday,bank_transfer,completed,F,66.0,부산,2024-03-20,뷰티 상품 034,뷰티,110000.0,2.0,110000.0,220000.0,True,True,True,True
141,61,23.0,12,2026-05-27,2026-05,Wednesday,bank_transfer,completed,F,66.0,부산,2024-03-20,스포츠 상품 012,스포츠,91000.0,4.0,91000.0,364000.0,True,True,True,True
142,61,23.0,84,2026-05-27,2026-05,Wednesday,bank_transfer,completed,F,66.0,부산,2024-03-20,식품 상품 084,식품,42000.0,1.0,42000.0,42000.0,True,True,True,True
143,62,105.0,22,2026-04-16,2026-04,Thursday,card,completed,F,24.0,광주,2025-09-13,식품 상품 022,식품,181000.0,1.0,181000.0,181000.0,True,True,True,True
144,62,105.0,78,2026-04-16,2026-04,Thursday,card,completed,F,24.0,광주,2025-09-13,스포츠 상품 078,뷰 티,54000.0,2.0,54000.0,108000.0,True,True,True,True
145,62,105.0,78,2026-04-16,2026-04,Thursday,card,completed,F,24.0,광주,2025-09-13,스포츠 상품 078,뷰 티,54000.0,3.0,54000.0,162000.0,True,True,True,True
146,62,105.0,42,2026-04-16,2026-04,Thursday,card,completed,F,24.0,광주,2025-09-13,뷰티 상품 042,뷰티,71000.0,1.0,71000.0,71000.0,True,True,True,True
147,63,150.0,87,2026-06-08,2026-06,Monday,bank_transfer,completed,F,37.0,수원,2024-03-19,패션 상품 087,패션,93000.0,5.0,93000.0,465000.0,True,True,True,True
148,63,150.0,2,2026-06-08,2026-06,Monday,bank_transfer,completed,F,37.0,수원,2024-03-19,전자기기 상품 002,전자기기,154000.0,4.0,154000.0,616000.0,True,True,True,True
149,64,73.0,26,2025-07-07,2025-07,Monday,bank_transfer,cancelled,F,47.0,수원,2024-01-17,뷰티 상품 026,뷰티,79000.0,1.0,79000.0,79000.0,True,True,True,True
150,9991,,89,,,,,,,,,,전자기기 상품 089,전자기기,178000.0,5.0,178000.0,890000.0,False,True,False,False
151,65,106.0,17,2025-12-18,2025-12,Thursday,kakao_pay,completed,F,63.0,고양,2023-08-05,생활용품 상품 017,생활용품,76000.0,3.0,76000.0,228000.0,True,True,True,True
152,65,106.0,92,2025-12-18,2025-12,Thursday,kakao_pay,completed,F,63.0,고양,2023-08-05,식품 상품 092,식품,74000.0,1.0,74000.0,74000.0,True,True,True,True
153,65,106.0,58,2025-12-18,2025-12,Thursday,kakao_pay,completed,F,63.0,고양,2023-08-05,식품 상품 058,식품,55000.0,5.0,55000.0,275000.0,True,True,True,True
