order_item_id,order_id,product_id,quantity,unit_price,line_total
495,196,84,1.0,42000.0,42000.0
496,196,73,2.0,156000.0,312000.0
497,197,83,1.0,74000.0,74000.0
498,197,64,4.0,149000.0,596000.0
499,197,52,2.0,88000.0,176000.0
500,197,45,5.0,97000.0,485000.0
501,198,51,1.0,183000.0,183000.0
502,199,81,2.0,79000.0,158000.0
503,199,91,4.0,125000.0,500000.0
504,199,73,5.0,156000.0,780000.0
505,199,68,3.0,149000.0,447000.0
506,200,26,5.0,79000.0,395000.0
507,200,7,5.0,161000.0,805000.0
508,200,4,2.0,33000.0,66000.0
509,200,56,3.0,124000.0,372000.0
510,201,32,5.0,140000.0,700000.0
512,201,13,4.0,18000.0,72000.0
513,201,96,2.0,96000.0,192000.0
514,202,37,2.0,92000.0,184000.0
515,203,44,5.0,29000.0,145000.0
516,203,46,5.0,87000.0,435000.0
517,204,54,3.0,152000.0,456000.0
518,204,42,2.0,71000.0,142000.0
519,204,31,5.0,155000.0,775000.0
520,205,86,3.0,145000.0,435000.0
521,205,25,1.0,52000.0,52000.0
522,205,100,2.0,34000.0,68000.0
523,205,21,3.0,11000.0,33000.0
524,206,11,1.0,58000.0,58000.0
525,207,43,2.0,158000.0,316000.0
526,207,12,5.0,91000.0,455000.0
527,207,58,3.0,55000.0,165000.0
528,208,66,2.0,41000.0,82000.0
529,209,22,3.0,181000.0,543000.0
530,210,7,1.0,161000.0,161000.0
531,210,56,1.0,124000.0,124000.0
532,210,94,4.0,85000.0,340000.0
533,211,34,2.0,110000.0,220000.0
534,211,26,3.0,79000.0,237000.0
535,211,77,2.0,111000.0,222000.0
536,211,52,2.0,88000.0,176000.0
537,212,93,2.0,121000.0,242000.0
538,212,3,4.0,48000.0,192000.0
539,212,63,2.0,141000.0,282000.0
540,213,15,3.0,75000.0,225000.0
541,213,25,4.0,52000.0,208000.0
542,214,47,1.0,188000.0,188000.0
543,214,91,4.0,125000.0,500000.0
544,214,83,3.0,74000.0,222000.0
545,214,84,3.0,42000.0,126000.0
546,215,84,1.0,42000.0,42000.0
547,215,48,1.0,25000.0,25000.0
548,215,38,5.0,25000.0,125000.0
549,216,2,2.0,154000.0,308000.0
550,217,36,1.0,193000.0,193000.0
551,217,67,1.0,145000.0,145000.0
552,218,76,2.0,56000.0,112000.0
553,218,44,4.0,29000.0,116000.0
554,218,88,1.0,176000.0,176000.0
555,218,18,3.0,140000.0,420000.0
556,219,62,3.0,82000.0,246000.0
557,220,29,1.0,31000.0,31000.0
558,221,15,4.0,75000.0,300000.0
559,221,89,3.0,178000.0,534000.0
560,221,43,5.0,158000.0,790000.0
561,222,42,2.0,71000.0,142000.0
562,222,53,3.0,105000.0,315000.0
563,222,99,2.0,187000.0,374000.0
564,222,98,1.0,32000.0,32000.0
565,223,81,2.0,79000.0,158000.0
566,224,45,5.0,97000.0,485000.0
567,225,11,5.0,58000.0,290000.0
568,225,70,5.0,168000.0,840000.0
569,225,97,4.0,187000.0,748000.0
570,226,85,5.0,38000.0,190000.0
571,226,40,1.0,182000.0,182000.0
572,226,73,3.0,156000.0,468000.0
573,227,69,2.0,11000.0,22000.0
574,228,54,5.0,152000.0,760000.0
575,228,18,2.0,140000.0,280000.0
576,228,15,5.0,75000.0,375000.0
577,228,69,1.0,11000.0,11000.0
578,229,98,4.0,32000.0,128000.0
580,229,45,5.0,97000.0,485000.0
581,229,56,5.0,124000.0,620000.0
582,230,14,5.0,17000.0,85000.0
583,230,65,3.0,193000.0,579000.0
584,231,52,1.0,88000.0,88000.0
585,231,59,1.0,5000.0,5000.0
586,231,48,2.0,25000.0,50000.0
587,231,44,3.0,29000.0,87000.0
588,232,68,4.0,149000.0,596000.0
589,232,39,4.0,172000.0,688000.0
590,233,23,2.0,197000.0,394000.0
591,233,22,5.0,181000.0,905000.0
592,233,35,1.0,53000.0,53000.0
593,234,75,5.0,183000.0,915000.0
594,234,27,5.0,21000.0,105000.0
595,234,17,5.0,76000.0,380000.0
596,235,96,4.0,96000.0,384000.0
597,235,68,1.0,149000.0,149000.0
598,235,61,5.0,28000.0,140000.0
599,235,56,5.0,124000.0,620000.0
600,236,37,3.0,92000.0,276000.0
601,236,43,1.0,158000.0,158000.0
602,236,35,3.0,53000.0,159000.0
603,236,23,4.0,197000.0,788000.0
604,237,40,4.0,182000.0,728000.0
605,238,51,5.0,183000.0,915000.0
606,239,100,2.0,34000.0,68000.0
607,240,43,2.0,158000.0,316000.0
608,240,76,3.0,56000.0,168000.0
609,241,19,1.0,127000.0,127000.0
610,241,9,2.0,75000.0,150000.0
611,241,88,1.0,176000.0,176000.0
613,242,46,5.0,87000.0,435000.0
614,242,82,4.0,170000.0,680000.0
615,242,80,2.0,187000.0,374000.0
616,243,42,2.0,71000.0,142000.0
617,243,32,3.0,140000.0,420000.0
618,244,76,5.0,56000.0,280000.0
619,244,43,2.0,158000.0,316000.0
620,9992,98,1.0,32000.0,32000.0
621,245,42,1.0,71000.0,71000.0
622,245,90,2.0,85000.0,170000.0
623,245,84,5.0,42000.0,210000.0
624,246,84,5.0,42000.0,210000.0
625,247,94,2.0,85000.0,170000.0
626,248,92,4.0,74000.0,296000.0
627,248,19,5.0,127000.0,635000.0
628,248,34,3.0,110000.0,330000.0
629,248,95,1.0,82000.0,82000.0
630,249,17,3.0,76000.0,228000.0
631,249,15,4.0,75000.0,300000.0
632,250,52,3.0,88000.0,264000.0
633,250,87,3.0,93000.0,279000.0
634,251,98,5.0,32000.0,160000.0
635,252,52,4.0,88000.0,352000.0
636,252,68,2.0,149000.0,298000.0
637,253,22,2.0,181000.0,362000.0
638,253,36,4.0,193000.0,772000.0
639,253,23,4.0,197000.0,788000.0
640,254,14,2.0,17000.0,34000.0
641,254,55,4.0,52000.0,208000.0
642,254,51,5.0,183000.0,915000.0
643,255,34,2.0,110000.0,220000.0
644,255,11,4.0,58000.0,232000.0
645,255,7,2.0,161000.0,322000.0
646,255,93,1.0,121000.0,121000.0
647,256,16,1.0,21000.0,21000.0
648,256,49,2.0,171000.0,342000.0
649,256,40,3.0,182000.0,546000.0
650,257,79,5.0,153000.0,765000.0
651,257,48,1.0,25000.0,25000.0
652,257,75,3.0,183000.0,549000.0
653,258,69,1.0,11000.0,11000.0
654,258,22,2.0,181000.0,362000.0
655,258,18,3.0,140000.0,420000.0
656,258,39,1.0,172000.0,172000.0
657,259,58,1.0,55000.0,55000.0
658,259,20,4.0,79000.0,316000.0
659,259,30,4.0,149000.0,596000.0
660,259,100,1.0,34000.0,34000.0
661,260,60,2.0,26000.0,52000.0
662,260,51,1.0,183000.0,183000.0
663,261,29,5.0,31000.0,155000.0
664,262,11,2.0,58000.0,116000.0
665,262,75,3.0,183000.0,549000.0
666,263,66,1.0,41000.0,41000.0
667,263,73,4.0,156000.0,624000.0
668,264,94,4.0,85000.0,340000.0
669,265,87,2.0,93000.0,186000.0
670,265,34,3.0,110000.0,330000.0
671,265,17,1.0,76000.0,76000.0
672,266,65,2.0,193000.0,386000.0
673,266,83,1.0,74000.0,74000.0
674,266,87,5.0,93000.0,465000.0
675,266,32,5.0,140000.0,700000.0
676,267,64,1.0,149000.0,149000.0
677,267,83,5.0,74000.0,370000.0
678,267,39,5.0,172000.0,860000.0
679,268,97,4.0,187000.0,748000.0
680,268,45,3.0,97000.0,291000.0
681,268,100,5.0,34000.0,170000.0
682,269,15,5.0,75000.0,375000.0
683,269,82,5.0,170000.0,850000.0
684,269,90,5.0,85000.0,425000.0
685,270,16,4.0,21000.0,84000.0
686,271,9,4.0,75000.0,300000.0
687,271,76,3.0,56000.0,168000.0
688,272,21,5.0,11000.0,55000.0
689,272,94,5.0,85000.0,425000.0
690,273,74,1.0,129000.0,129000.0
691,273,89,3.0,178000.0,534000.0
692,273,6,4.0,134000.0,536000.0
693,274,57,5.0,96000.0,480000.0
694,275,9,4.0,75000.0,300000.0
695,275,37,4.0,92000.0,368000.0
696,276,94,4.0,85000.0,340000.0
697,277,10,1.0,169000.0,169000.0
698,277,86,5.0,145000.0,725000.0
699,277,84,5.0,42000.0,210000.0
700,277,31,5.0,155000.0,775000.0
701,278,9992,2.0,145000.0,290000.0
702,278,74,5.0,129000.0,645000.0
704,278,99,4.0,187000.0,748000.0
705,279,37,2.0,92000.0,184000.0
706,279,46,2.0,87000.0,174000.0
707,279,8,1.0,18000.0,18000.0
708,280,19,4.0,127000.0,508000.0
